tube_assembly_id,component_id,quantity
TA-00526,C-1621,2.0
TA-00526,C-1628,2.0
TA-00527,C-1243,2.0
TA-00527,C-1244,2.0
TA-00528,C-1243,2.0
TA-00528,C-1244,2.0
TA-00529,C-0448,2.0
TA-00529,C-0449,2.0
TA-00530,C-0442,1.0
TA-00531,C-0448,1.0
TA-00531,C-0449,1.0
TA-00531,C-1739,1.0
TA-00532,C-0442,1.0
TA-00532,C-1625,1.0
TA-00532,C-1632,1.0
TA-00533,C-0448,1.0
TA-00533,C-0449,1.0
TA-00533,C-1739,1.0
TA-00534,C-1642,1.0
TA-00535,C-1624,1.0
TA-00535,C-1639,1.0
TA-00535,C-1655,1.0
TA-00536,C-1624,2.0
TA-00536,C-1631,2.0
TA-00537,C-1624,2.0
TA-00537,C-1631,2.0
TA-00538,C-1625,1.0
TA-00538,C-1632,1.0
TA-00538,C-1718,1.0
TA-00539,C-1625,1.0
TA-00539,C-1632,1.0
TA-00539,C-1718,1.0
TA-00540,C-1585,1.0
TA-00540,C-1598,1.0
TA-00541,C-1845,2.0
TA-00541,C-1846,2.0
TA-00542,C-1845,2.0
TA-00542,C-1846,2.0
TA-00543,C-1476,2.0
TA-00544,C-1620,2.0
TA-00544,C-1627,2.0
TA-00545,C-1637,2.0
TA-00546,C-1638,2.0
TA-00547,C-1420,2.0
TA-00547,C-1421,2.0
TA-00548,C-1622,2.0
TA-00548,C-1629,2.0
TA-00550,C-1624,2.0
TA-00550,C-1631,2.0
TA-00551,C-1624,2.0
TA-00551,C-1631,2.0
TA-00552,C-1624,1.0
TA-00552,C-1631,1.0
TA-00552,C-1648,1.0
TA-00553,C-1624,1.0
TA-00553,C-1631,1.0
TA-00553,C-1648,1.0
TA-00554,C-0448,1.0
TA-00554,C-0449,1.0
TA-00554,C-1565,1.0
TA-00555,C-2043,1.0
TA-00556,C-1621,2.0
TA-00556,C-1628,2.0
TA-00557,C-1625,1.0
TA-00557,C-1632,1.0
TA-00557,C-2001,1.0
TA-00558,C-1624,1.0
TA-00558,C-1631,1.0
TA-00558,C-1641,1.0
TA-00559,C-1624,1.0
TA-00559,C-1631,1.0
TA-00559,C-1641,1.0
TA-00560,C-1622,1.0
TA-00560,C-1629,1.0
TA-00560,C-1646,1.0
TA-00561,C-1622,1.0
TA-00561,C-1629,1.0
TA-00561,C-1646,1.0
TA-00562,C-1243,2.0
TA-00562,C-1244,2.0
TA-00563,C-1243,1.0
TA-00563,C-1244,1.0
TA-00564,C-1221,1.0
TA-00564,C-1624,1.0
TA-00564,C-1631,1.0
TA-00565,C-1221,1.0
TA-00565,C-1624,1.0
TA-00565,C-1631,1.0
TA-00566,C-1785,2.0
TA-00567,C-1845,2.0
TA-00567,C-1846,2.0
TA-00568,C-1624,1.0
TA-00568,C-1631,1.0
TA-00568,C-1648,1.0
TA-00569,C-1624,1.0
TA-00569,C-1631,1.0
TA-00569,C-1641,1.0
TA-00570,C-1624,1.0
TA-00570,C-1631,1.0
TA-00570,C-1889,1.0
TA-00571,C-1625,1.0
TA-00571,C-1632,1.0
TA-00572,C-0448,2.0
TA-00572,C-0449,2.0
TA-00573,C-1624,1.0
TA-00573,C-1631,1.0
TA-00573,C-1648,1.0
TA-00574,C-1624,1.0
TA-00574,C-1631,1.0
TA-00574,C-1648,1.0
TA-00575,C-1623,2.0
TA-00575,C-1630,2.0
TA-00576,C-1623,2.0
TA-00576,C-1630,2.0
TA-00577,C-1623,1.0
TA-00577,C-1630,1.0
TA-00577,C-1640,1.0
TA-00578,C-1624,1.0
TA-00578,C-1631,1.0
TA-00579,C-1624,1.0
TA-00579,C-1631,1.0
TA-00580,C-1624,2.0
TA-00580,C-1631,2.0
TA-00581,C-1624,2.0
TA-00581,C-1631,2.0
TA-00582,C-1622,2.0
TA-00582,C-1629,2.0
TA-00583,C-1622,2.0
TA-00583,C-1629,2.0
TA-00584,C-1622,2.0
TA-00584,C-1629,2.0
TA-00585,C-1622,2.0
TA-00585,C-1629,2.0
TA-00586,C-1621,2.0
TA-00586,C-1628,2.0
TA-00587,C-1622,1.0
TA-00587,C-1623,1.0
TA-00587,C-1629,1.0
TA-00587,C-1658,1.0
TA-00588,C-1642,2.0
TA-00589,C-1624,1.0
TA-00589,C-1631,1.0
TA-00589,C-1648,1.0
TA-00590,C-1527,1.0
TA-00591,C-0840,1.0
TA-00592,C-1312,2.0
TA-00593,C-1312,2.0
TA-00594,C-1312,2.0
TA-00595,C-1620,2.0
TA-00595,C-1627,2.0
TA-00596,C-1974,2.0
TA-00597,C-1221,1.0
TA-00597,C-1624,1.0
TA-00597,C-1631,1.0
TA-00598,C-1221,1.0
TA-00598,C-1624,1.0
TA-00598,C-1631,1.0
TA-00599,C-1648,2.0
TA-00602,C-1848,2.0
TA-00602,C-0001,2.0
TA-00603,C-1626,1.0
TA-00603,C-1633,1.0
TA-00604,C-1495,1.0
TA-00605,C-0817,1.0
TA-00606,C-1420,2.0
TA-00606,C-1421,2.0
TA-00607,C-1420,2.0
TA-00607,C-1421,2.0
TA-00610,C-1243,2.0
TA-00610,C-1244,2.0
TA-00611,C-1243,2.0
TA-00611,C-1244,2.0
TA-00612,C-1349,1.0
TA-00612,C-1642,1.0
TA-00613,C-1495,1.0
TA-00613,C-1625,1.0
TA-00613,C-1632,1.0
TA-00614,C-1621,2.0
TA-00614,C-1628,2.0
TA-00615,C-1351,1.0
TA-00616,C-1436,2.0
TA-00617,C-1436,2.0
TA-00618,C-1436,2.0
TA-00620,C-1621,2.0
TA-00620,C-1628,2.0
TA-00621,C-1622,2.0
TA-00621,C-1629,2.0
TA-00622,C-1622,2.0
TA-00622,C-1629,2.0
TA-00623,C-1622,2.0
TA-00623,C-1629,2.0
TA-00624,C-1622,2.0
TA-00624,C-1629,2.0
TA-00625,C-1622,2.0
TA-00625,C-1629,2.0
TA-00626,C-1622,2.0
TA-00626,C-1629,2.0
TA-00627,C-1622,1.0
TA-00627,C-1629,1.0
TA-00627,C-2004,1.0
TA-00628,C-1624,1.0
TA-00628,C-1625,1.0
TA-00629,C-1624,2.0
TA-00629,C-1631,2.0
TA-00630,C-1624,2.0
TA-00630,C-1631,2.0
TA-00633,C-1621,2.0
TA-00633,C-1628,2.0
TA-00634,C-1621,2.0
TA-00634,C-1628,2.0
TA-00635,C-1621,2.0
TA-00635,C-1628,2.0
TA-00636,C-1621,2.0
TA-00636,C-1628,2.0
TA-00639,C-1621,2.0
TA-00639,C-1628,2.0
TA-00640,C-1621,2.0
TA-00640,C-1628,2.0
TA-00641,C-1622,2.0
TA-00641,C-1629,2.0
TA-00642,C-1622,2.0
TA-00642,C-1629,2.0
TA-00643,C-1621,2.0
TA-00643,C-1628,2.0
TA-00644,C-1621,1.0
TA-00644,C-1622,1.0
TA-00644,C-1628,1.0
TA-00644,C-1660,1.0
TA-00645,C-1621,1.0
TA-00645,C-1622,1.0
TA-00645,C-1628,1.0
TA-00645,C-1660,1.0
TA-00646,C-1431,1.0
TA-00646,C-1484,1.0
TA-00646,C-1725,1.0
TA-00646,C-1882,1.0
TA-00647,C-1431,1.0
TA-00647,C-1725,1.0
TA-00647,C-2017,1.0
TA-00647,C-2019,1.0
TA-00648,C-1623,1.0
TA-00648,C-1630,1.0
TA-00648,C-1892,1.0
TA-00649,C-1623,1.0
TA-00649,C-1630,1.0
TA-00649,C-1892,1.0
TA-00650,C-1620,2.0
TA-00650,C-1627,2.0
TA-00651,C-1233,1.0
TA-00652,C-1354,1.0
TA-00653,C-1366,1.0
TA-00654,C-1420,2.0
TA-00654,C-1421,2.0
TA-00659,C-1624,1.0
TA-00659,C-1631,1.0
TA-00659,C-1889,1.0
TA-00660,C-1624,1.0
TA-00660,C-1631,1.0
TA-00660,C-1648,1.0
TA-00661,C-1623,1.0
TA-00661,C-1630,1.0
TA-00661,C-1647,1.0
TA-00662,C-1623,1.0
TA-00662,C-1630,1.0
TA-00662,C-1647,1.0
TA-00663,C-1243,2.0
TA-00663,C-1244,2.0
TA-00664,C-1243,2.0
TA-00664,C-1244,2.0
TA-00665,C-1243,2.0
TA-00665,C-1244,2.0
TA-00666,C-1420,2.0
TA-00666,C-1421,2.0
TA-00667,C-1243,2.0
TA-00667,C-1244,2.0
TA-00668,C-1420,2.0
TA-00668,C-1421,2.0
TA-00669,C-1243,2.0
TA-00669,C-1244,2.0
TA-00670,C-0087,1.0
TA-00671,C-0094,1.0
TA-00672,C-1366,1.0
TA-00673,C-1353,1.0
TA-00674,C-1353,1.0
TA-00676,C-1623,2.0
TA-00676,C-1658,2.0
TA-00677,C-1625,2.0
TA-00677,C-1632,2.0
TA-00678,C-1624,1.0
TA-00678,C-1631,1.0
TA-00678,C-1641,1.0
TA-00679,C-1623,1.0
TA-00679,C-1630,1.0
TA-00679,C-1647,1.0
TA-00680,C-1623,1.0
TA-00680,C-1630,1.0
TA-00680,C-1647,1.0
TA-00681,C-1623,1.0
TA-00681,C-1630,1.0
TA-00681,C-1647,1.0
TA-00682,C-1623,1.0
TA-00682,C-1630,1.0
TA-00682,C-1647,1.0
TA-00683,C-1779,1.0
TA-00683,C-1781,1.0
TA-00684,C-1624,2.0
TA-00684,C-1631,2.0
TA-00684,C-0082,1.0
TA-00685,C-1624,2.0
TA-00685,C-1631,2.0
TA-00686,C-1623,1.0
TA-00686,C-1630,1.0
TA-00686,C-1647,1.0
TA-00687,C-1623,1.0
TA-00687,C-1630,1.0
TA-00687,C-1647,1.0
TA-00689,C-1622,1.0
TA-00689,C-1629,1.0
TA-00689,C-2004,1.0
TA-00690,C-1345,1.0
TA-00691,C-1243,2.0
TA-00691,C-1244,2.0
TA-00692,C-1534,1.0
TA-00692,C-1571,1.0
TA-00693,C-1402,1.0
TA-00693,C-0100,1.0
TA-00694,C-0100,1.0
TA-00695,C-1435,2.0
TA-00696,C-1435,2.0
TA-00697,C-1641,1.0
TA-00697,C-2005,1.0
TA-00698,C-1621,1.0
TA-00698,C-1628,1.0
TA-00698,C-1638,1.0
TA-00699,C-1621,2.0
TA-00699,C-1628,2.0
TA-00700,C-1621,2.0
TA-00700,C-1628,2.0
TA-00704,C-1420,2.0
TA-00704,C-1421,2.0
TA-00705,C-1568,1.0
TA-00706,C-1352,1.0
TA-00707,C-1312,2.0
TA-00708,C-1312,2.0
TA-00709,C-1623,2.0
TA-00709,C-1630,2.0
TA-00710,C-1622,2.0
TA-00710,C-1629,2.0
TA-00711,C-1777,1.0
TA-00711,C-1783,1.0
TA-00712,C-1779,1.0
TA-00712,C-1781,1.0
TA-00713,C-1625,2.0
TA-00713,C-1632,2.0
TA-00714,C-1625,2.0
TA-00714,C-1632,2.0
TA-00715,C-1625,1.0
TA-00715,C-1632,1.0
TA-00715,C-1901,1.0
TA-00716,C-1625,1.0
TA-00716,C-1632,1.0
TA-00716,C-1901,1.0
TA-00717,C-1622,1.0
TA-00717,C-1629,1.0
TA-00717,C-1639,1.0
TA-00718,C-1624,1.0
TA-00718,C-1631,1.0
TA-00718,C-1641,1.0
TA-00719,C-1624,1.0
TA-00719,C-1631,1.0
TA-00719,C-1641,1.0
TA-00720,C-1673,1.0
TA-00721,C-1476,1.0
TA-00721,C-1481,1.0
TA-00722,C-1460,1.0
TA-00723,C-1623,1.0
TA-00723,C-1630,1.0
TA-00723,C-1647,1.0
TA-00724,C-1623,1.0
TA-00724,C-1630,1.0
TA-00724,C-1647,1.0
TA-00725,C-1623,1.0
TA-00725,C-1630,1.0
TA-00725,C-1647,1.0
TA-00726,C-1623,1.0
TA-00726,C-1630,1.0
TA-00726,C-1647,1.0
TA-00727,C-1622,2.0
TA-00727,C-1629,2.0
TA-00728,C-1622,1.0
TA-00728,C-1629,1.0
TA-00728,C-1639,1.0
TA-00729,C-1417,1.0
TA-00730,C-1243,2.0
TA-00730,C-1244,2.0
TA-00731,C-1622,1.0
TA-00731,C-1629,1.0
TA-00731,C-1639,1.0
TA-00732,C-1784,2.0
TA-00733,C-1621,2.0
TA-00733,C-1628,2.0
TA-00734,C-1575,1.0
TA-00734,C-2019,1.0
TA-00735,C-1624,2.0
TA-00735,C-1631,2.0
TA-00736,C-1624,1.0
TA-00736,C-1631,1.0
TA-00736,C-1641,1.0
TA-00737,C-1624,1.0
TA-00737,C-1631,1.0
TA-00737,C-1641,1.0
TA-00738,C-1642,2.0
TA-00739,C-1642,1.0
TA-00739,C-2032,1.0
TA-00740,C-1623,2.0
TA-00740,C-1630,2.0
TA-00741,C-1623,2.0
TA-00741,C-1630,2.0
TA-00742,C-1623,2.0
TA-00742,C-1630,2.0
TA-00743,C-1625,2.0
TA-00743,C-1632,2.0
TA-00744,C-1624,1.0
TA-00744,C-1631,1.0
TA-00744,C-1641,1.0
TA-00745,C-2005,2.0
TA-00746,C-0473,1.0
TA-00746,C-1208,1.0
TA-00746,C-1625,1.0
TA-00746,C-1632,1.0
TA-00747,C-0473,1.0
TA-00747,C-1208,1.0
TA-00747,C-1625,1.0
TA-00747,C-1632,1.0
TA-00748,C-1623,1.0
TA-00748,C-1630,1.0
TA-00748,C-0021,1.0
TA-00749,C-1621,2.0
TA-00749,C-1628,2.0
TA-00750,C-1623,2.0
TA-00750,C-1630,2.0
TA-00751,C-1623,2.0
TA-00751,C-1630,2.0
TA-00752,C-1624,1.0
TA-00752,C-1640,1.0
TA-00752,C-1654,1.0
TA-00753,C-1312,2.0
TA-00754,C-1312,2.0
TA-00755,C-1312,2.0
TA-00756,C-1312,2.0
TA-00757,C-1312,2.0
TA-00758,C-1312,2.0
TA-00759,C-1622,2.0
TA-00759,C-1629,2.0
TA-00760,C-1622,2.0
TA-00760,C-1629,2.0
TA-00761,C-1622,1.0
TA-00761,C-1629,1.0
TA-00761,C-1639,1.0
TA-00762,C-1623,2.0
TA-00762,C-1630,2.0
TA-00763,C-1622,1.0
TA-00763,C-1629,1.0
TA-00763,C-2004,1.0
TA-00764,C-1623,2.0
TA-00764,C-1630,2.0
TA-00765,C-1622,1.0
TA-00765,C-1629,1.0
TA-00765,C-2004,1.0
TA-00766,C-1622,2.0
TA-00766,C-1629,2.0
TA-00767,C-1639,2.0
TA-00768,C-1622,1.0
TA-00768,C-1629,1.0
TA-00768,C-1639,1.0
TA-00769,C-1622,1.0
TA-00769,C-1629,1.0
TA-00769,C-2004,1.0
TA-00770,C-1625,2.0
TA-00770,C-1632,2.0
TA-00771,C-1620,2.0
TA-00771,C-1627,2.0
TA-00772,C-1620,2.0
TA-00772,C-1627,2.0
TA-00773,C-1620,2.0
TA-00773,C-1627,2.0
TA-00774,C-1622,1.0
TA-00774,C-1629,1.0
TA-00774,C-1639,1.0
TA-00775,C-1622,1.0
TA-00775,C-1629,1.0
TA-00775,C-1639,1.0
TA-00776,C-1621,2.0
TA-00776,C-1628,2.0
TA-00777,C-1621,2.0
TA-00777,C-1628,2.0
TA-00778,C-1996,1.0
TA-00779,C-1625,1.0
TA-00779,C-1632,1.0
TA-00779,C-2001,1.0
TA-00781,C-1592,1.0
TA-00781,C-1625,1.0
TA-00781,C-1632,1.0
TA-00782,C-1625,1.0
TA-00782,C-1632,1.0
TA-00782,C-2032,1.0
TA-00783,C-1625,1.0
TA-00783,C-1632,1.0
TA-00783,C-1649,1.0
TA-00784,C-1625,1.0
TA-00784,C-1632,1.0
TA-00784,C-1649,1.0
TA-00785,C-1931,1.0
TA-00786,C-1622,2.0
TA-00786,C-1629,2.0
TA-00787,C-1845,2.0
TA-00787,C-1846,2.0
TA-00788,C-1623,2.0
TA-00788,C-1630,2.0
TA-00789,C-1625,1.0
TA-00789,C-1632,1.0
TA-00789,C-1642,1.0
TA-00790,C-1625,1.0
TA-00790,C-1632,1.0
TA-00790,C-1642,1.0
TA-00792,C-1623,2.0
TA-00792,C-1630,2.0
TA-00793,C-1355,1.0
TA-00794,C-0846,1.0
TA-00795,C-0099,1.0
TA-00797,C-1505,1.0
TA-00797,C-0098,1.0
TA-00797,C-0111,1.0
TA-00798,C-1420,2.0
TA-00798,C-1421,2.0
TA-00799,C-1420,2.0
TA-00799,C-1421,2.0
TA-00800,C-1420,2.0
TA-00800,C-1421,2.0
TA-00801,C-1817,1.0
TA-00802,C-1420,1.0
TA-00802,C-1421,1.0
TA-00802,C-1850,1.0
TA-00803,C-1420,2.0
TA-00803,C-1421,2.0
TA-00804,C-1848,2.0
TA-00804,C-0001,2.0
TA-00806,C-1233,2.0
TA-00808,C-1649,1.0
TA-00808,C-1907,1.0
TA-00809,C-1622,1.0
TA-00809,C-1629,1.0
TA-00809,C-1885,1.0
TA-00810,C-1639,1.0
TA-00810,C-1646,1.0
TA-00811,C-1621,1.0
TA-00811,C-1628,1.0
TA-00811,C-1638,1.0
TA-00812,C-1208,1.0
TA-00812,C-1625,1.0
TA-00812,C-1632,1.0
TA-00812,C-0109,1.0
TA-00813,C-1621,2.0
TA-00813,C-1628,2.0
TA-00814,C-1623,1.0
TA-00814,C-1630,1.0
TA-00814,C-1892,1.0
TA-00815,C-1623,1.0
TA-00815,C-1630,1.0
TA-00815,C-1892,1.0
TA-00816,C-1420,2.0
TA-00816,C-1421,2.0
TA-00817,C-1420,2.0
TA-00817,C-1421,2.0
TA-00818,C-1420,2.0
TA-00818,C-1421,2.0
TA-00819,C-1420,2.0
TA-00819,C-1421,2.0
TA-00821,C-1243,2.0
TA-00821,C-1244,2.0
TA-00822,C-1243,2.0
TA-00822,C-1244,2.0
TA-00824,C-1420,2.0
TA-00824,C-1421,2.0
TA-00825,C-0198,1.0
TA-00826,C-1776,1.0
TA-00826,C-1790,1.0
TA-00827,C-1620,2.0
TA-00827,C-1627,2.0
TA-00828,C-1910,1.0
TA-00828,C-1998,1.0
TA-00829,C-1621,2.0
TA-00829,C-1628,2.0
TA-00830,C-1621,2.0
TA-00830,C-1628,2.0
TA-00831,C-1621,1.0
TA-00831,C-1628,1.0
TA-00831,C-0089,1.0
TA-00832,C-1435,2.0
TA-00833,C-1229,2.0
TA-00834,C-1624,1.0
TA-00834,C-1631,1.0
TA-00834,C-1641,1.0
TA-00835,C-1624,1.0
TA-00835,C-1631,1.0
TA-00835,C-1641,1.0
TA-00836,C-1420,2.0
TA-00836,C-1421,2.0
TA-00837,C-1621,2.0
TA-00837,C-1628,2.0
TA-00838,C-1623,2.0
TA-00838,C-1630,2.0
TA-00839,C-1623,2.0
TA-00839,C-1630,2.0
TA-00840,C-1420,2.0
TA-00840,C-1421,2.0
TA-00843,C-1481,2.0
TA-00844,C-1624,1.0
TA-00844,C-1631,1.0
TA-00844,C-1641,1.0
TA-00845,C-1910,1.0
TA-00845,C-1998,1.0
TA-00846,C-1624,2.0
TA-00846,C-1631,2.0
TA-00847,C-1625,2.0
TA-00847,C-1632,2.0
TA-00848,C-1621,1.0
TA-00848,C-1623,1.0
TA-00848,C-1628,1.0
TA-00848,C-1659,1.0
TA-00849,C-1625,2.0
TA-00849,C-1632,2.0
TA-00850,C-1621,2.0
TA-00850,C-1628,2.0
TA-00851,C-1621,1.0
TA-00851,C-1628,1.0
TA-00851,C-1870,1.0
TA-00852,C-1555,1.0
TA-00853,C-1452,1.0
TA-00853,C-1495,1.0
TA-00853,C-1642,1.0
TA-00854,C-1452,2.0
TA-00854,C-1495,2.0
TA-00854,C-1649,1.0
TA-00855,C-1621,2.0
TA-00855,C-1628,2.0
TA-00857,C-1642,2.0
TA-00858,C-1845,2.0
TA-00858,C-1846,2.0
TA-00859,C-1623,1.0
TA-00859,C-1630,1.0
TA-00859,C-1647,1.0
TA-00860,C-0448,2.0
TA-00860,C-0449,2.0
TA-00862,C-1958,1.0
TA-00863,C-1585,1.0
TA-00863,C-1598,1.0
TA-00863,C-1901,1.0
TA-00864,C-1536,1.0
TA-00864,C-1625,2.0
TA-00864,C-1632,2.0
TA-00865,C-1621,2.0
TA-00865,C-1628,2.0
TA-00866,C-1620,1.0
TA-00866,C-1630,1.0
TA-00866,C-1647,1.0
TA-00867,C-1402,1.0
TA-00867,C-1978,2.0
TA-00867,C-0113,1.0
TA-00868,C-1402,1.0
TA-00868,C-1490,1.0
TA-00868,C-1978,2.0
TA-00868,C-0114,1.0
TA-00869,C-0852,1.0
TA-00870,C-1365,1.0
TA-00871,C-0444,2.0
TA-00871,C-0445,2.0
TA-00872,C-0448,2.0
TA-00872,C-0449,2.0
TA-00873,C-1641,1.0
TA-00873,C-2005,1.0
TA-00874,C-1642,1.0
TA-00874,C-2032,1.0
TA-00875,C-1312,2.0
TA-00876,C-1623,1.0
TA-00876,C-1630,1.0
TA-00876,C-1647,1.0
TA-00877,C-1623,1.0
TA-00877,C-1630,1.0
TA-00877,C-1647,1.0
TA-00878,C-1623,1.0
TA-00878,C-1630,1.0
TA-00878,C-1647,1.0
TA-00879,C-1623,1.0
TA-00879,C-1630,1.0
TA-00879,C-1647,1.0
TA-00880,C-1621,2.0
TA-00880,C-1628,2.0
TA-00881,C-1621,2.0
TA-00881,C-1628,2.0
TA-00882,C-1621,2.0
TA-00882,C-1628,2.0
TA-00883,C-1243,2.0
TA-00883,C-1244,2.0
TA-00884,C-1243,2.0
TA-00884,C-1244,2.0
TA-00885,C-1536,1.0
TA-00885,C-1625,2.0
TA-00885,C-1632,2.0
TA-00886,C-1536,1.0
TA-00886,C-1625,2.0
TA-00886,C-1632,2.0
TA-00887,C-1624,2.0
TA-00887,C-1631,2.0
TA-00888,C-1624,2.0
TA-00888,C-1631,2.0
TA-00889,C-1624,2.0
TA-00889,C-1631,2.0
TA-00890,C-1624,2.0
TA-00890,C-1631,2.0
TA-00891,C-1624,2.0
TA-00891,C-1631,2.0
TA-00892,C-1621,2.0
TA-00892,C-1628,2.0
TA-00893,C-1621,2.0
TA-00893,C-1628,2.0
TA-00894,C-1621,2.0
TA-00894,C-1628,2.0
TA-00895,C-1623,1.0
TA-00895,C-1630,1.0
TA-00895,C-1647,1.0
TA-00896,C-1620,2.0
TA-00896,C-1627,2.0
TA-00897,C-1620,2.0
TA-00897,C-1627,2.0
TA-00898,C-1622,2.0
TA-00898,C-1629,2.0
TA-00899,C-1621,2.0
TA-00899,C-1628,2.0
TA-00900,C-0448,2.0
TA-00900,C-0449,2.0
TA-00901,C-0448,2.0
TA-00901,C-0449,2.0
TA-00902,C-0448,2.0
TA-00902,C-0449,2.0
TA-00903,C-1420,2.0
TA-00903,C-1421,2.0
TA-00904,C-1420,2.0
TA-00904,C-1421,2.0
TA-00905,C-1420,2.0
TA-00905,C-1421,2.0
TA-00906,C-1197,1.0
TA-00907,C-1533,1.0
TA-00908,C-1621,2.0
TA-00908,C-1628,2.0
TA-00909,C-1620,1.0
TA-00909,C-1621,1.0
TA-00909,C-1627,1.0
TA-00909,C-1661,1.0
TA-00910,C-1312,2.0
TA-00913,C-1622,1.0
TA-00913,C-1629,1.0
TA-00913,C-1639,1.0
TA-00914,C-1229,2.0
TA-00915,C-1229,2.0
TA-00916,C-1624,2.0
TA-00916,C-1631,2.0
TA-00917,C-1243,2.0
TA-00917,C-1244,2.0
TA-00918,C-1243,2.0
TA-00918,C-1244,2.0
TA-00919,C-1243,2.0
TA-00919,C-1244,2.0
TA-00920,C-2005,2.0
TA-00921,C-1624,1.0
TA-00921,C-1631,1.0
TA-00921,C-1641,1.0
TA-00922,C-1345,1.0
TA-00923,C-1312,2.0
TA-00924,C-1312,2.0
TA-00925,C-1420,2.0
TA-00925,C-1421,2.0
TA-00926,C-1420,2.0
TA-00926,C-1421,2.0
TA-00927,C-1402,1.0
TA-00928,C-2002,1.0
TA-00929,C-1625,1.0
TA-00929,C-1632,1.0
TA-00930,C-1621,2.0
TA-00930,C-1628,2.0
TA-00932,C-1622,2.0
TA-00932,C-1629,2.0
TA-00933,C-1622,1.0
TA-00933,C-1623,1.0
TA-00933,C-1629,1.0
TA-00933,C-1658,1.0
TA-00934,C-1622,1.0
TA-00934,C-1623,1.0
TA-00934,C-1629,1.0
TA-00934,C-1658,1.0
TA-00935,C-1893,1.0
TA-00936,C-1893,1.0
TA-00937,C-1621,2.0
TA-00937,C-1628,2.0
TA-00938,C-1622,2.0
TA-00938,C-1629,2.0
TA-00939,C-0115,1.0
TA-00939,C-0131,1.0
TA-00940,C-0115,1.0
TA-00940,C-0131,1.0
TA-00943,C-1420,2.0
TA-00943,C-1421,2.0
TA-00944,C-1355,1.0
TA-00944,C-1959,1.0
TA-00945,C-1621,2.0
TA-00945,C-1628,2.0
TA-00946,C-1621,2.0
TA-00946,C-1628,2.0
TA-00947,C-1625,2.0
TA-00947,C-1632,2.0
TA-00947,C-0117,1.0
TA-00948,C-1242,1.0
TA-00949,C-1242,1.0
TA-00950,C-1507,1.0
TA-00950,C-1866,1.0
TA-00950,C-1867,1.0
TA-00951,C-1621,2.0
TA-00951,C-1628,2.0
TA-00952,C-1199,1.0
TA-00952,C-1621,1.0
TA-00952,C-1628,1.0
TA-00953,C-0850,1.0
TA-00954,C-0850,1.0
TA-00955,C-1420,2.0
TA-00955,C-1421,2.0
TA-00956,C-0085,1.0
TA-00957,C-1621,2.0
TA-00957,C-1661,2.0
TA-00958,C-0439,1.0
TA-00958,C-1420,1.0
TA-00958,C-1421,1.0
TA-00959,C-0442,1.0
TA-00959,C-1625,1.0
TA-00959,C-1632,1.0
TA-00960,C-1642,1.0
TA-00961,C-0448,2.0
TA-00961,C-0449,2.0
TA-00962,C-1817,1.0
TA-00963,C-1622,1.0
TA-00963,C-1629,1.0
TA-00963,C-2004,1.0
TA-00964,C-1626,1.0
TA-00964,C-1632,1.0
TA-00964,C-0116,1.0
TA-00965,C-0434,1.0
TA-00966,C-1420,2.0
TA-00966,C-1421,2.0
TA-00967,C-1420,2.0
TA-00967,C-1421,2.0
TA-00968,C-1764,1.0
TA-00969,C-1420,2.0
TA-00969,C-1421,2.0
TA-00970,C-1231,1.0
TA-00970,C-1914,1.0
TA-00971,C-1621,2.0
TA-00971,C-1628,2.0
TA-00972,C-1621,2.0
TA-00972,C-1628,2.0
TA-00973,C-1621,2.0
TA-00973,C-1628,2.0
TA-00974,C-1622,2.0
TA-00974,C-1629,2.0
TA-00975,C-1622,2.0
TA-00975,C-1629,2.0
TA-00976,C-1243,1.0
TA-00976,C-1244,1.0
TA-00976,C-1869,1.0
TA-00977,C-1622,2.0
TA-00977,C-1629,2.0
TA-00978,C-1621,2.0
TA-00978,C-1628,2.0
TA-00979,C-1243,2.0
TA-00979,C-1244,2.0
TA-00980,C-1567,1.0
TA-00981,C-1622,1.0
TA-00981,C-1629,1.0
TA-00981,C-1639,1.0
TA-00982,C-1622,1.0
TA-00982,C-1629,1.0
TA-00982,C-1639,1.0
TA-00983,C-1624,1.0
TA-00983,C-1631,1.0
TA-00983,C-1641,1.0
TA-00984,C-1625,2.0
TA-00984,C-1632,2.0
TA-00985,C-1621,2.0
TA-00985,C-1628,2.0
TA-00986,C-1624,1.0
TA-00986,C-1631,1.0
TA-00986,C-1806,1.0
TA-00987,C-1624,1.0
TA-00987,C-1631,1.0
TA-00987,C-1806,1.0
TA-00988,C-1625,2.0
TA-00988,C-1632,2.0
TA-00989,C-1625,2.0
TA-00989,C-1632,2.0
TA-00990,C-1624,1.0
TA-00990,C-1631,1.0
TA-00990,C-2005,1.0
TA-00991,C-1624,1.0
TA-00991,C-1631,1.0
TA-00991,C-2005,1.0
TA-00992,C-1624,1.0
TA-00992,C-1631,1.0
TA-00992,C-2005,1.0
TA-00992,C-0082,1.0
TA-00993,C-1624,1.0
TA-00993,C-1631,1.0
TA-00993,C-2005,1.0
TA-00994,C-1622,2.0
TA-00994,C-1629,2.0
TA-00995,C-1622,2.0
TA-00995,C-1629,2.0
TA-00996,C-1620,2.0
TA-00996,C-1627,2.0
TA-00997,C-1624,1.0
TA-00997,C-1631,1.0
TA-00997,C-2005,1.0
TA-00997,C-0082,1.0
TA-00998,C-1624,2.0
TA-00998,C-1631,2.0
